District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),MIN_TEMP,MAX_TEMP,AVG_TEMP,HUMIDITY,PRECIPITATION,WIND_SPEED
Amravati,2015 - 2016,"68,000.00","69,300.00",1.02,15.75,39.61,27.77,8.828,0.692,3.376
Amravati,2016 - 2017,"73,600.00","1,11,900.00",1.52,17.07,39.174,27.922,8.074,0.266,3.142
Amravati,2017 - 2018,"39,300.00","69,400.00",1.77,16.046,39.498,28.162,6.734,0.122,3.428
Amravati,2018 - 2019,"26,880.00","40,000.00",1.49,16.934,39.584,28.64,6.94,0.232,2.988
Amravati,2019 - 2020,"43,046.00","74,766.00",1.74,15.356,38.008,27.516,8.484,0.172,3.306
Amravati,2020 - 2021,"43,045.90","72,173.44",1.68,15.628,37.268,26.932,9.1,0.436,3.09
Amravati,2021 - 2022,"41,749.96","68,090.01",1.63,15.688,36.794,26.928,9.602,0.402,3.016
Amravati,2022 - 2023,"44,665.11","71,245.32",1.6,16.776,38.462,27.956,8.458,0.122,3.046
 Aurangabad,1999 - 2000,"47,200.00","66,500.00",1.41,17.704,38.608,27.894,11.22,0.544,3.882
 Aurangabad,2000 - 2001,"23,800.00","29,200.00",1.23,18.132,38.86,27.994,11.558,0.824,3.872
