District,Year,Area (Hectare),Production (Bales),Yield (Bales/Hectare),MIN_TEMP,MAX_TEMP,AVG_TEMP,HUMIDITY,PRECIPITATION,WIND_SPEED,,,
Sangli,1999 - 2000,"3,300.00","7,600.00",2.3,9.684,22.009,15.328,7.364,0.976,2.609,,,
Sangli,2000 - 2001,"3,600.00","6,500.00",1.81,10.237,21.877,15.507,7.287,0.959,2.527,,,
Sangli,2001 - 2002,"3,100.00","3,000.00",0.97,9.951,21.749,15.475,7.495,0.713,2.781,,,
Sangli,2002 - 2003,"3,000.00","3,300.00",1.1,10.613,22.529,16.095,7.342,0.794,2.461,,,
Sangli,2003 - 2004,600,900,1.5,10.068,22.791,16.188,7.224,0.748,2.565,,,
Sangli,2004 - 2005,"1,300.00",200,0.15,9.948,21.434,15.41,7.374,0.9,2.687,,,
Sangli,2005 - 2006,"2,700.00","2,400.00",0.89,9.743,21.269,15.053,7.777,1.202,2.352,,,
Sangli,2006 - 2007,"1,600.00","1,900.00",1.19,10.446,21.044,15.457,7.907,1.43,2.493,,,
Sangli,2007 - 2008,"1,900.00","6,300.00",3.32,9.977,21.694,15.533,7.731,1.171,2.426,,,
Sangli,2008 - 2009,"1,500.00","1,600.00",1.07,9.514,21.546,15.363,7.609,0.836,2.648,,,
Sangli,2009 - 2010,"2,500.00","1,800.00",0.72,10.131,21.364,15.646,8.02,1.11,2.439,,,
Sangli,2010 - 2011,"3,500.00","4,100.00",1.17,10.272,21.514,15.825,8.342,1.097,2.399,,,
Sangli,2011 - 2012,"3,000.00","5,200.00",1.73,9.999,21.412,15.647,7.488,0.785,2.688,,,
Sangli,2012 - 2013,"2,600.00","8,700.00",3.35,10.006,22.236,16,7.423,0.768,2.55,,,
Sangli,2013 - 2014,"2,800.00","6,200.00",2.21,9.944,21.364,15.45,7.623,0.858,2.711,,,
Sangli,2014 - 2015,"1,400.00","1,400.00",1,9.991,21.872,15.783,7.664,0.947,2.286,,,
Sangli,2015 - 2016,"1,000.00",500,0.5,10.687,22.463,16.236,7.667,0.78,2.411,,,
Sangli,2016 - 2017,600,"1,800.00",3,9.892,22.229,15.662,6.947,0.714,2.449,,,
Sangli,2017 - 2018,254,200,0.79,10.149,21.483,15.574,7.626,0.822,2.368,,,
Sangli,2018 - 2019,178,251,1.41,9.966,22.065,15.939,7.381,1.046,2.223,,,
Sangli,2019 - 2020,95,179,1.88,10.946,21.79,16.016,8.295,1.359,2.314,,,
Sangli,2020 - 2021,160,80,0.5,10.16,20.769,15.569,8.585,1.488,2.288,,,
Sangli,2022 - 2023,125,278.79,2.23,9.906,21.087,15.387,8.407,1.159,2.195,,,
Satara,1999 - 2000,"5,400.00","12,600.00",2.33,9.636,21.193,14.718,8.308,2.278,2.519,,,
Satara,2000 - 2001,"5,600.00","10,600.00",1.89,10.011,21.453,15.009,8.33,1.751,2.386,,,
Satara,2001 - 2002,"3,100.00","3,000.00",0.97,9.961,21.116,14.981,8.422,1.412,2.649,,,
Satara,2002 - 2003,"3,600.00","4,100.00",1.14,10.311,22.285,15.501,8.36,2.183,2.358,,,
Satara,2003 - 2004,600,900,1.5,9.801,22.38,15.666,8.171,1.499,2.435,,,
Satara,2004 - 2005,600,600,1,9.917,20.983,14.848,8.384,2.105,2.615,,,
Satara,2005 - 2006,"4,700.00","4,300.00",0.91,9.669,20.96,14.703,8.401,1.871,2.396,,,
Satara,2006 - 2007,"4,000.00","4,400.00",1.1,10.361,20.388,14.936,8.796,2.872,2.415,,,
Satara,2007 - 2008,"3,200.00","10,800.00",3.38,10.013,21.341,15.153,8.605,2.366,2.399,,,
Satara,2008 - 2009,"1,400.00","1,500.00",1.07,9.603,21.071,14.976,8.518,1.501,2.524,,,
Satara,2009 - 2010,"1,600.00","1,100.00",0.69,9.908,20.792,15.179,8.759,1.713,2.364,,,
Satara,2010 - 2011,"1,600.00","1,300.00",0.81,10.379,20.842,15.294,9.288,2.221,2.306,,,
Satara,2011 - 2012,"1,000.00","1,700.00",1.7,9.758,20.697,15.013,8.55,1.65,2.607,,,
Satara,2012 - 2013,100,300,3,9.772,21.356,15.31,8.382,1.501,2.402,,,
Satara,2013 - 2014,200,500,2.5,9.815,20.858,14.915,8.666,2.146,2.55,,,
Satara,2014 - 2015,100,100,1,9.997,21.648,15.399,8.416,0.832,2.261,,,
Satara,2015 - 2016,100,30,0.3,10.298,22.031,15.612,8.621,1.627,2.307,,,
Satara,2016 - 2017,100,200,2,9.519,21.527,14.939,8.159,1.636,2.455,,,
Satara,2017 - 2018,85,100,1.18,9.887,20.878,14.971,8.642,1.725,2.327,,,
Satara,2018 - 2019,21,37,1.76,9.777,21.421,15.395,8.378,1.933,2.2,,,
Satara,2019 - 2020,14,26,1.86,10.547,21.443,15.535,9.144,2.047,2.264,,,
Satara,2020 - 2021,9,5,0.56,10.069,20.272,15.321,9.307,2.461,2.237,,,
Satara,2021 - 2022,162,243,1.5,10.343,20.039,14.996,9.531,3.247,2.121,,,
Satara,2022 - 2023,503.36,"1,088.81",2.16,9.918,20.711,15.047,9.049,1.796,2.23,,,
Solapur,1999 - 2000,"5,800.00","10,200.00",1.76,10.009,22.695,16.018,0,0,0,,,
Solapur,2000 - 2001,"6,500.00","11,200.00",1.72,10.547,22.35,16.125,0,0,0,,,
Solapur,2001 - 2002,"4,000.00","3,500.00",0.88,10.192,21.921,15.937,0,0,0,,,
Solapur,2002 - 2003,"4,400.00","7,500.00",1.7,10.999,22.819,16.57,0,0,0,,,
Solapur,2003 - 2004,"1,100.00","1,500.00",1.36,10.513,23.161,16.773,0,0,0,,,
Solapur,2004 - 2005,"1,000.00","1,900.00",1.9,10.169,21.801,15.898,0,0,0,,,
Solapur,2005 - 2006,800,"1,300.00",1.63,10.157,21.605,15.551,0,0,0,,,
Solapur,2006 - 2007,900,"1,500.00",1.67,10.891,21.635,16.066,0,0,0,,,
Solapur,2007 - 2008,"1,100.00","3,000.00",2.73,10.405,22.096,16.059,0,0,0,,,
Solapur,2008 - 2009,100,200,2,9.812,22.048,15.871,0,0,0,,,
Solapur,2009 - 2010,"1,400.00","2,400.00",1.71,10.669,22,16.251,0,0,0,,,
Solapur,2010 - 2011,"1,800.00","5,200.00",2.89,10.68,22.021,16.501,0,0,0,,,
Solapur,2011 - 2012,900,"2,400.00",2.67,10.698,22.325,16.416,0,0,0,,,
Solapur,2012 - 2013,500,"1,700.00",3.4,10.494,22.686,16.67,0,0,0,,,
Solapur,2013 - 2014,500,700,1.4,10.441,21.724,16.038,0,0,0,,,
Solapur,2014 - 2015,600,"1,200.00",2,10.468,22.274,16.345,0,0,0,,,
Solapur,2015 - 2016,900,700,0.78,10.981,22.856,16.757,0,0,0,,,
Solapur,2016 - 2017,900,"1,370.00",1.52,10.463,22.461,16.262,0,0,0,,,
Solapur,2017 - 2018,300,400,1.33,10.599,22.168,16.282,0,0,0,,,
Solapur,2018 - 2019,163,88,0.54,10.435,22.778,16.642,0,0,0,,,
Solapur,2019 - 2020,521,240,0.46,11.616,22.515,16.828,0,0,0,,,
Solapur,2020 - 2021,400,900,2.25,10.604,21.381,16.124,0,0,0,,,
Solapur,2021 - 2022,300,400,1.33,10.692,21.036,15.903,0,0,0,,,
Solapur,2022 - 2023,413.96,667.8,1.61,10.395,21.746,16.046,0,0,0,,,
Wardha,1999 - 2000,"1,33,900.00","1,75,100.00",1.31,9.927,22.521,16.23,6.943,0.916,1.982,,,
Wardha,2000 - 2001,"1,40,400.00","1,59,400.00",1.14,10.851,23.529,17.052,6.446,0.655,1.894,,,
Wardha,2001 - 2002,"1,50,000.00","1,36,200.00",0.91,10.13,22.802,16.321,7.429,1.163,1.958,,,
Wardha,2002 - 2003,"1,36,200.00","1,29,300.00",0.95,10.859,23.565,17.218,6.735,1.051,1.946,,,
Wardha,2003 - 2004,"1,11,300.00","1,49,900.00",1.35,10.545,22.963,16.706,7.064,0.987,2,,,
Wardha,2004 - 2005,"99,800.00","1,28,800.00",1.29,10.921,23.272,16.837,7.064,0.644,2.038,,,
Wardha,2005 - 2006,"80,100.00","87,700.00",1.09,9.969,22.455,16.371,7.045,1.164,1.868,,,
Wardha,2006 - 2007,"83,900.00","1,11,900.00",1.33,10.949,22.469,16.647,7.975,0.931,1.666,,,
Wardha,2007 - 2008,"80,700.00","1,55,100.00",1.92,10.773,22.677,16.593,7.094,0.935,1.86,,,
Wardha,2008 - 2009,"68,500.00","83,800.00",1.22,10.348,22.954,16.526,7.118,0.768,1.809,,,
Wardha,2009 - 2010,"1,45,400.00","1,98,900.00",1.37,10.554,23.051,16.971,7.125,1.038,1.861,,,
Wardha,2010 - 2011,"1,90,600.00","2,63,000.00",1.38,10.988,22.615,17.056,7.959,0.923,1.959,,,
Wardha,2011 - 2012,"1,78,400.00","3,36,700.00",1.89,10.887,22.705,16.568,7.115,0.559,1.907,,,
Wardha,2012 - 2013,"1,72,400.00","3,24,900.00",1.88,10.447,22.852,16.805,7.228,0.677,1.934,,,
Wardha,2013 - 2014,"1,76,900.00","2,54,500.00",1.44,10.87,22.293,16.323,7.857,1.755,1.983,,,
Wardha,2014 - 2015,"2,07,700.00","1,84,600.00",0.89,10.845,23.54,17.109,6.749,0.486,1.889,,,
Wardha,2015 - 2016,"2,23,400.00","3,20,900.00",1.44,10.966,23.669,17.126,7.219,0.913,1.976,,,
Wardha,2016 - 2017,"2,40,500.00","7,18,900.00",2.99,10.455,22.854,16.622,7.157,1.138,1.889,,,
Wardha,2017 - 2018,"2,51,062.00","6,28,500.00",2.5,10.797,23.083,16.972,7.103,1.083,1.826,,,
Wardha,2018 - 2019,"2,43,002.00","6,55,247.00",2.7,10.735,23.376,17.053,7.062,0.89,1.813,,,
Wardha,2019 - 2020,"2,50,759.00","6,89,607.00",2.75,10.845,22.589,17.038,7.626,0.77,1.812,,,
Wardha,2020 - 2021,"2,43,500.00","5,94,900.00",2.44,10.199,21.899,16.303,7.905,1.151,1.74,,,
Wardha,2021 - 2022,"2,53,100.00","7,52,100.00",2.97,9.911,21.532,16.037,8.314,1.333,1.752,,,
Wardha,2022 - 2023,"2,54,370.99","6,25,617.97",2.46,10.687,22.619,16.668,7.685,0.896,1.74,,,
Washim,1999 - 2000,"1,19,900.00","1,06,700.00",0.89,10.159,22.693,16.258,0,0,0,,,
Washim,2000 - 2001,"1,05,700.00","53,500.00",0.51,10.86,23.134,16.958,0,0,0,,,
Washim,2001 - 2002,"98,200.00","88,400.00",0.9,10.699,22.797,16.463,0,0,0,,,
Washim,2002 - 2003,"86,000.00","72,600.00",0.84,11.205,23.443,17.24,0,0,0,,,
Washim,2003 - 2004,"75,200.00","62,500.00",0.83,10.784,22.912,16.784,0,0,0,,,
Washim,2004 - 2005,"67,800.00","48,600.00",0.72,10.99,22.968,16.732,0,0,0,,,
Washim,2005 - 2006,"66,800.00","69,700.00",1.04,10.406,22.014,16.252,0,0,0,,,
Washim,2006 - 2007,"62,200.00","62,900.00",1.01,11.077,22.101,16.397,0,0,0,,,
Washim,2007 - 2008,"60,300.00","1,49,200.00",2.47,10.969,22.348,16.473,0,0,0,,,
Washim,2008 - 2009,"52,400.00","45,200.00",0.86,10.461,22.616,16.452,0,0,0,,,
Washim,2009 - 2010,"45,000.00","60,900.00",1.35,10.768,22.928,16.943,0,0,0,,,
Washim,2010 - 2011,"62,000.00","1,28,700.00",2.08,11.197,22.404,16.976,0,0,0,,,
Washim,2011 - 2012,"64,000.00","1,03,900.00",1.62,11.216,22.732,16.805,0,0,0,,,
Washim,2012 - 2013,"56,700.00","88,000.00",1.55,10.76,22.825,16.922,0,0,0,,,
Washim,2013 - 2014,"34,500.00","37,300.00",1.08,10.902,21.746,16.213,0,0,0,,,
Washim,2014 - 2015,"20,200.00","16,800.00",0.83,10.873,23.444,17.14,0,0,0,,,
Washim,2015 - 2016,"18,700.00","19,600.00",1.05,11.36,23.832,17.439,0,0,0,,,
Washim,2016 - 2017,"18,400.00","37,500.00",2.04,10.592,22.699,16.53,0,0,0,,,
Washim,2017 - 2018,"19,252.00","17,700.00",0.92,11.022,23.118,16.984,0,0,0,,,
Washim,2018 - 2019,"19,679.00","35,638.00",1.81,10.93,23.298,17.108,0,0,0,,,
Washim,2019 - 2020,"21,440.00","36,081.00",1.68,11.435,22.513,17.135,0,0,0,,,
Washim,2020 - 2021,"21,800.00","81,800.00",3.75,10.831,21.817,16.434,0,0,0,,,
Washim,2021 - 2022,"18,200.00","60,400.00",3.32,10.505,21.367,16.109,0,0,0,,,
Washim,2022 - 2023,"19,518.47","41,327.47",2.12,10.809,22.46,16.629,0,0,0,,,
Yavatmal,1999 - 2000,"4,46,100.00","4,48,100.00",1,10.467,23.067,16.61,0,0,0,,,
Yavatmal,2000 - 2001,"4,47,700.00","2,38,200.00",0.53,11.113,23.334,17.212,0,0,0,,,
Yavatmal,2001 - 2002,"4,37,000.00","3,05,600.00",0.7,11.105,23.118,16.822,0,0,0,,,
Yavatmal,2002 - 2003,"4,03,300.00","3,13,600.00",0.78,11.69,23.635,17.559,0,0,0,,,
Yavatmal,2003 - 2004,"3,76,000.00","3,82,300.00",1.02,11.181,23.133,17.104,0,0,0,,,
Yavatmal,2004 - 2005,"3,32,800.00","2,86,300.00",0.86,11.337,23.136,17,0,0,0,,,
Yavatmal,2005 - 2006,"3,24,000.00","2,81,500.00",0.87,10.988,22.3,16.58,0,0,0,,,
Yavatmal,2006 - 2007,"4,13,500.00","4,92,200.00",1.19,11.427,22.376,16.701,0,0,0,,,
Yavatmal,2007 - 2008,"4,16,500.00","10,08,600.00",2.42,11.241,22.624,16.775,0,0,0,,,
Yavatmal,2008 - 2009,"3,79,400.00","7,11,800.00",1.88,10.827,22.852,16.787,0,0,0,,,
Yavatmal,2009 - 2010,"3,92,100.00","5,06,600.00",1.29,11.249,23.321,17.255,0,0,0,,,
Yavatmal,2010 - 2011,"4,79,800.00","7,75,900.00",1.62,11.51,22.712,17.287,0,0,0,,,
Yavatmal,2011 - 2012,"4,81,100.00","7,13,500.00",1.48,11.648,23.193,17.191,0,0,0,,,
Yavatmal,2012 - 2013,"4,67,600.00","9,81,400.00",2.1,11.043,23.111,17.185,0,0,0,,,
Yavatmal,2013 - 2014,"4,16,300.00","7,00,400.00",1.68,11.039,21.807,16.426,0,0,0,,,
Yavatmal,2014 - 2015,"4,21,000.00","2,87,400.00",0.68,11.205,23.641,17.349,0,0,0,,,
Yavatmal,2015 - 2016,"4,32,900.00","4,83,400.00",1.12,11.756,23.992,17.7,0,0,0,,,
Yavatmal,2016 - 2017,"4,20,700.00","10,97,900.00",2.61,10.937,22.729,16.659,0,0,0,,,
Yavatmal,2017 - 2018,"4,70,300.00","4,77,500.00",1.02,11.088,23.061,17.003,0,0,0,,,
Yavatmal,2018 - 2019,"4,59,532.00","8,44,084.00",1.84,11.136,23.364,17.202,0,0,0,,,
Yavatmal,2019 - 2020,"4,73,396.00","5,52,718.00",1.17,11.884,22.539,17.315,0,0,0,,,
Yavatmal,2020 - 2021,"4,73,400.00","7,62,000.00",1.61,11.208,21.814,16.602,0,0,0,,,
Yavatmal,2021 - 2022,"4,73,400.00","7,20,800.00",1.52,10.989,21.563,16.439,0,0,0,,,
Yavatmal,2022 - 2023,"4,67,608.19","5,69,835.59",1.22,11.266,22.821,16.951,0,0,0,,,
